"","Isocode","Country","Year","PopMale","PopFemale","PopTotal","GrowthRate","PopDensity","GDP","CO2","TFR","LEx","LExMale","LExFemale","CO2.norm","GDP.norm","PopTotal.norm","TFR.norm","Tech"
"193843","HRV","Croatia",1979,2099.582,2273.149,4372.731,0.6396,77.341,8737.47270694173,1.27712199017261,2.01,70.211,65.939,74.28,0.898867976372668,1.07566446657172,0.912216927807347,1.20359281437126,1.46166063461115
"193866","HRV","Croatia",1980,2113.232,2287.556,4400.788,0.6583,77.838,8861.42223302686,1.24781874716774,2.004,70.342,66.089,74.382,0.878243676623995,1.09092381047241,0.918070036618177,1.2,1.40814726389752
"193943","HRV","Croatia",1981,2127.5,2302.352,4429.852,0.6693,78.352,8921.51862228764,1.34909949345103,1.993,70.49,66.278,74.478,0.949527406884462,1.09832223707302,0.924133220653461,1.19341317365269,1.51218592996121
"194004","HRV","Croatia",1982,2142.234,2317.367,4459.601,0.7178,78.878,8847.36524330064,1.23115249458181,1.978,70.66,66.506,74.58,0.866513582826448,1.08919326379575,0.930339305908955,1.18443113772455,1.3915470433574
"194091","HRV","Croatia",1983,2158.482,2333.243,4491.725,0.8159,79.446,8662.32038561702,1.316249101431,1.962,70.854,66.768,74.697,0.926406541669303,1.06641251416617,0.937040851599482,1.1748502994012,1.51951098878368
"194174","HRV","Croatia",1984,2177.662,2350.861,4528.523,0.9346,80.097,8821.05863683031,1.37680386305772,1.943,71.07,67.056,74.837,0.969026382578774,1.08595467493083,0.944717463426154,1.16347305389222,1.5608147726274
"194193","HRV","Croatia",1985,2200.443,2370.604,4571.047,1.077,80.849,8811.93118563657,1.39137798318707,1.919,71.301,67.356,74.999,0.97928398519535,1.08483100047155,0.953588604284825,1.14910179640719,1.57897055012755
"194242","HRV","Croatia",1986,2227.623,2392.919,4620.542,1.1675,81.725,9036.53659390045,1.43754568610634,1.886,71.532,67.648,75.178,1.01177788164075,1.1124820232298,0.963913999750914,1.12934131736527,1.59081487820971
"194327","HRV","Croatia",1987,2257.919,2416.883,4674.802,1.1149,82.684,9016.35963900876,1.41192198005446,1.843,71.752,67.917,75.366,0.993743325049248,1.10999805170296,0.975233445310869,1.10359281437126,1.5659557033926
"194401","HRV","Croatia",1988,2287.38,2439.832,4727.212,0.8776,83.611,8917.03054842382,1.44506185891178,1.791,71.955,68.158,75.556,1.01706793779176,1.09776971327803,0.986166953268798,1.07245508982036,1.62056398827434
"194435","HRV","Croatia",1989,2310.683,2458.197,4768.88,0.5154,84.348,8743.66068789881,1.42929236983297,1.731,72.143,68.37,75.751,1.00596900687852,1.07642626480086,0.994859519755937,1.03652694610778,1.634661294452
"194536","HRV","Croatia",1990,2324.086,2469.435,4793.521,0.1156,84.784,8122.860779058,1.4208115360015,1.67,72.331,68.572,75.957,1,1,1,1,1.74915165315226
"194593","HRV","Croatia",1991,2326.279,2472.787,4799.066,-0.2385,84.882,6792.17029403802,1.0038202293941,1.615,72.54,68.789,76.187,0.706511879977473,0.836179577464789,1.00115676973148,0.967065868263473,1.47790792329695
"194645","HRV","Croatia",1992,2318.587,2469.047,4787.634,-0.5279,84.68,6051.3882722859,0.955377959133885,1.571,72.785,69.04,76.447,0.672417090462643,0.744982394366197,0.998771883965878,0.940718562874251,1.57877484660721
"194692","HRV","Croatia",1993,2303.22,2459.205,4762.425,-0.7139,84.234,5363.5192520875,0.940697228827751,1.54,73.071,69.336,76.735,0.662084453139434,0.660299295774648,0.993512910447248,0.922155688622755,1.75388058588888
"194774","HRV","Croatia",1994,2283.624,2444.925,4728.549,-0.8145,83.635,5667.41149074064,0.973237244660043,1.524,73.391,69.672,77.042,0.684986868419555,0.697711267605634,0.986445871416856,0.912574850299401,1.71725177578884
"194844","HRV","Croatia",1995,2262.542,2427.65,4690.192,-0.907,82.956,6027.07689319365,1.02405189382439,1.517,73.724,70.026,77.349,0.720751393042821,0.741989436619718,0.978444028929883,0.908383233532934,1.69908549695267
"194938","HRV","Croatia",1996,2240.412,2407.431,4647.843,-1,82.207,6638.43657330761,1.08652551301754,1.514,74.041,70.366,77.631,0.764721770260457,0.817253521126761,0.969609395682214,0.906586826347305,1.63671897896312
"194951","HRV","Croatia",1997,2217.09,2384.506,4601.596,-1.0205,81.389,6965.92515049146,1.14351629304267,1.508,74.314,70.663,77.87,0.804833198540042,0.857570422535211,0.95996158147633,0.902994011976048,1.64158567360144
"195024","HRV","Croatia",1998,2194.087,2360.79,4554.877,-0.951,80.563,7252.65641566772,1.22242598428015,1.494,74.529,70.899,78.058,0.860371663169589,0.892869718309859,0.950215301028201,0.894610778443114,1.68548723973656
"195133","HRV","Croatia",1999,2173.096,2338.67,4511.766,-0.8137,79.801,7111.07838448343,1.23853941006692,1.472,74.687,71.074,78.196,0.871712664687724,0.87544014084507,0.941221703211481,0.881437125748503,1.74170406104572
"195144","HRV","Croatia",2000,2155.33,2319.871,4475.201,-0.6369,79.154,7391.37428460585,1.19704120552351,1.444,74.798,71.2,78.296,0.842505269131095,0.909947183098592,0.933593698661172,0.864670658682635,1.619511013015
"195211","HRV","Croatia",2001,2141.559,2305.23,4446.789,-0.4664,78.651,7827.5490271433,1.27035485605456,1.415,74.888,71.302,78.382,0.894105110963303,0.963644366197183,0.927666531553737,0.847305389221557,1.62292800932884
"195287","HRV","Croatia",2002,2131.657,2294.441,4426.098,-0.3333,78.285,8259.43352631152,1.34791412210032,1.391,74.986,71.409,78.478,0.948693115128891,1.01681338028169,0.923350080243729,0.832934131736527,1.63196921169759
"195356","HRV","Croatia",2003,2124.756,2286.614,4411.37,-0.2648,78.025,8702.75867446434,1.45533020354221,1.377,75.114,71.544,78.603,1.02429503608751,1.07139084507042,0.920277599701764,0.824550898203593,1.67226308114511
"195454","HRV","Croatia",2004,2119.439,2280.267,4399.706,-0.2469,77.819,9071.71960421732,1.42850454098524,1.373,75.279,71.717,78.762,1.00541451472543,1.11681338028169,0.917844315274722,0.822155688622755,1.5746788958525
"195494","HRV","Croatia",2005,2114.602,2274.255,4388.857,-0.234,77.627,9460.70166969334,1.43568131748198,1.38,75.478,71.926,78.953,1.01046569590949,1.16470070422535,0.915581052007491,0.826347305389222,1.51752097001544
"195577","HRV","Croatia",2006,2110.134,2268.467,4378.601,-0.2118,77.445,9915.46746683074,1.44338340031439,1.395,75.702,72.161,79.164,1.01588659983464,1.22068661971831,0.913441497387828,0.835329341317365,1.45568870569421
"195591","HRV","Croatia",2007,2106.206,2263.131,4369.337,-0.211,77.281,10473.1991048294,1.5221989056921,1.413,75.93,72.405,79.378,1.07135877427905,1.2893485915493,0.91150888876882,0.846107784431138,1.45342305675271
"195694","HRV","Croatia",2008,2102.307,2257.819,4360.126,-0.2341,77.119,10724.5558833453,1.46142565604755,1.432,76.149,72.641,79.58,1.02858515645246,1.32029295774648,0.909587336740571,0.85748502994012,1.36269107265977
"195775","HRV","Croatia",2009,2097.862,2252.068,4349.93,-0.274,76.938,9984.23409473684,1.35128611265009,1.449,76.353,72.866,79.765,0.951066400018774,1.22915243364478,0.90746029901611,0.867664670658683,1.35341990164515
"195803","HRV","Croatia",2010,2092.479,2245.548,4338.027,-0.328,76.728,9849.49347069664,1.31280879533484,1.465,76.54,73.078,79.931,0.923985174718806,1.21256460483604,0.904977155623184,0.877245508982036,1.33286934931283
"195846","HTI","Haiti",1960,1900.477,1968.811,3869.288,1.9801,139.434,1061.94211522856,0.0201587475525213,6.324,42.17,40.859,43.524,0.528896802631522,1.05623184606554,0.544194778256782,1.1646408839779,0.189829061899315
"195909","HTI","Haiti",1961,1939.61,2007.056,3946.666,1.9921,142.222,998.939273402281,0.0205236521154818,6.318,42.751,41.436,44.111,0.538470654187162,0.993567782765609,0.55507758241919,1.16353591160221,0.20545445215684
"195986","HTI","Haiti",1962,1979.667,2046.409,4026.076,1.9996,145.084,1072.76507276507,0.0206156068588869,6.302,43.329,42.009,44.693,0.540883233125762,1.06699660645572,0.566246176574334,1.16058931860037,0.19217261432412
"196063","HTI","Haiti",1963,2020.572,2086.82,4107.392,2.0025,148.014,982.688391038697,0.0165555174670448,6.274,43.902,42.577,45.268,0.434360330740644,0.977404284555174,0.577682839492351,1.15543278084715,0.168471690700912
"196122","HTI","Haiti",1964,2062.243,2128.229,4190.472,2.0002,151.008,940.648379052369,0.0195682013863832,6.233,44.464,43.135,45.833,0.51340288475478,0.935590329884604,0.589367599628473,1.14788213627993,0.208028864155346
"196166","HTI","Haiti",1965,2104.581,2170.554,4275.135,2.0034,154.059,931.362970200293,0.0194145915859967,6.179,45.006,43.676,46.376,0.509372687339707,0.926354850480728,0.601275000295354,1.13793738489871,0.208453548264019
"196263","HTI","Haiti",1966,2147.723,2213.925,4361.648,2.0022,157.177,906.915530031108,0.0190295044441917,6.109,45.518,44.19,46.885,0.49926931372959,0.902038868949176,0.613442593622945,1.12504604051565,0.2098266466287
"196324","HTI","Haiti",1967,2191.587,2258.271,4449.858,1.9766,160.355,870.166393250527,0.0159555653236575,6.026,45.994,44.672,47.353,0.418619632091448,0.865487339419985,0.625848860974983,1.1097605893186,0.183362233331663
"196408","HTI","Haiti",1968,2235.608,2303.08,4538.688,1.9212,163.556,886.13406795225,0.0158636152121494,5.937,46.43,45.12,47.779,0.416207174678033,0.881369152831203,0.638342328029529,1.09337016574586,0.179020486694619
"196427","HTI","Haiti",1969,2279.046,2347.681,4626.727,1.8503,166.729,896.33460760063,0.0185876538641679,5.847,46.831,45.533,48.166,0.487676661040893,0.891514842195217,0.650724545141036,1.0767955801105,0.207374051013434
"196495","HTI","Haiti",1970,2321.465,2391.669,4713.134,1.7749,169.843,919.180797181238,0.0222781698971427,5.762,47.204,45.917,48.529,0.584503218584476,0.914238183373842,0.662877230132392,1.06114180478821,0.242369835895844
"196589","HTI","Haiti",1971,2362.662,2434.872,4797.534,1.7195,172.884,969.465648854962,0.0229284461558793,5.693,47.561,46.277,48.884,0.601564250435629,0.964252643626262,0.674747641248047,1.04843462246777,0.236506019403164
"196635","HTI","Haiti",1972,2403.075,2477.665,4880.74,1.7034,175.883,995.028102031993,0.021922905133238,5.643,47.915,46.623,49.248,0.575182282488257,0.989677642523992,0.686450122614033,1.03922651933702,0.220324482177621
"196731","HTI","Haiti",1973,2443.711,2520.882,4964.593,1.738,178.904,1024.93074792244,0.0231640337888725,5.616,48.276,46.963,49.63,0.60774526666717,1.01941949607531,0.698243601088927,1.03425414364641,0.226005843183324
"196771","HTI","Haiti",1974,2485.959,2565.674,5051.633,1.8083,182.041,1074.59550325699,0.0255362968766733,5.615,48.646,47.301,50.032,0.669985361636846,1.0688171943671,0.710485314163651,1.03406998158379,0.237636364560204
"196837","HTI","Haiti",1975,2530.883,2612.932,5143.815,1.8815,185.363,1034.80422622747,0.0256618871401868,5.642,49.023,47.642,50.445,0.673280421939618,1.02923988276839,0.723450222190468,1.0390423572744,0.247987846297661
"196903","HTI","Haiti",1976,2578.714,2662.796,5241.51,1.9465,188.883,1107.20849499694,0.0351043878576975,5.699,49.397,47.982,50.851,0.921019445672401,1.10125481971149,0.737190504346202,1.04953959484346,0.317053093580127
"196990","HTI","Haiti",1977,2629.347,2715.191,5344.538,2.0198,192.596,1096.39766552626,0.0361116339709812,5.779,49.759,48.321,51.233,0.947446149384565,1.09050212217218,0.75168084458819,1.06427255985267,0.329366206317558
"197023","HTI","Haiti",1978,2683.082,2770.5,5453.582,2.0995,196.525,1132.03806502776,0.0377733386973919,5.872,50.104,48.657,51.584,0.991043615666957,1.12595087631813,0.767017303233871,1.08139963167587,0.333675517319868
"197082","HTI","Haiti",1979,2740.171,2829.118,5569.289,2.1784,200.695,1196.44600663933,0.0369885635311797,5.97,50.434,48.992,51.904,0.970453791070321,1.1900124839087,0.783290877392155,1.09944751381215,0.309153637739793
"197138","HTI","Haiti",1980,2800.708,2891.233,5691.941,2.2588,205.115,1267.5,0.0360158336145789,6.058,50.756,49.332,52.204,0.944932674672898,1.26068440613633,0.800541228863214,1.11565377532228,0.284148588675179
"197196","HTI","Haiti",1981,2864.892,2957.082,5821.974,2.3241,209.801,1213.09613928842,0.035898477045758,6.122,51.083,49.684,52.501,0.941853638445302,1.20657308555826,0.818829678728167,1.12744014732965,0.295924419204033
"197301","HTI","Haiti",1982,2932.498,3026.372,5958.87,2.3526,214.734,1152.24269495626,0.0377588368264453,6.154,51.425,50.049,52.813,0.990663136018811,1.14604686202435,0.838083373042015,1.13333333333333,0.327698643625409
"197324","HTI","Haiti",1983,3002.643,3098.075,6100.718,2.3358,219.846,1140.81931236284,0.0399952923573914,6.149,51.786,50.429,53.153,1.04934010374526,1.13468490517949,0.858033539818478,1.13241252302026,0.350583934931414
"197396","HTI","Haiti",1984,3074.114,3170.784,6244.898,2.2879,225.041,1123.15978456014,0.0398725487590029,6.106,52.168,50.82,53.523,1.0461197302294,1.11712033609026,0.878311689992118,1.12449355432781,0.355003351322964
"197443","HTI","Haiti",1985,3145.985,3243.439,6389.424,2.2307,230.25,1104.28042980447,0.0402227180415637,6.028,52.566,51.215,53.92,1.05530697826867,1.09834249929469,0.898638503225545,1.11012891344383,0.364243691692386
"197547","HTI","Haiti",1986,3217.914,3315.642,6533.556,2.179,235.443,1081.5339436863,0.0352028818609652,5.921,52.969,51.605,54.334,0.923603592493572,1.07571832545361,0.918909902454475,1.09042357274401,0.325490310003398
"197573","HTI","Haiti",1987,3289.963,3387.524,6677.487,2.1308,240.63,1052.32853513971,0.0372894773138458,5.799,53.366,51.982,54.751,0.978348742733623,1.04666996006542,0.93915303210243,1.06795580110497,0.35435204946614
"197685","HTI","Haiti",1988,3362.094,3459.206,6821.3,2.0907,245.813,1038.98473788985,0.0409012944746603,5.673,53.75,52.339,55.16,1.07311051020293,1.033397915007,0.959379565677972,1.04475138121547,0.393665979711404
"197732","HTI","Haiti",1989,3434.406,3531.007,6965.413,2.0562,251.006,1027.93568296248,0.0406293209031539,5.549,54.115,52.676,55.554,1.06597485100609,1.02240827299558,0.979648292657954,1.0219152854512,0.395251586033684
"197787","HTI","Haiti",1990,3506.961,3603.155,7110.116,2.0178,256.22,1005.40626490698,0.0381147086770455,5.43,54.465,52.993,55.936,1,1,1,1,0.379097584801422
"197856","HTI","Haiti",1991,3579.538,3675.504,7255.042,1.9765,261.443,988.288569643972,0.0374911682110179,5.318,54.803,53.298,56.309,0.983640424191329,0.982974349911584,1.02038307110601,0.979373848987109,0.379354465513286
"197931","HTI","Haiti",1992,3651.987,3747.875,7399.862,1.9421,266.662,836.424957841484,0.0335141385069073,5.21,55.137,53.596,56.68,0.879296724812464,0.831927338267451,1.04075123387579,0.959484346224678,0.40068314787492
"197966","HTI","Haiti",1993,3724.55,3820.432,7544.982,1.9168,271.891,800.96067247073,0.0239894541829258,5.103,55.471,53.893,57.052,0.629401483458626,0.79665375125232,1.06116159005001,0.939779005524862,0.29950851530482
"198067","HTI","Haiti",1994,3797.586,3893.415,7691.001,1.8964,277.153,719.453021614468,0.0106618111218553,4.997,55.805,54.191,57.422,0.279729571389229,0.715584382877336,1.08169838579286,0.920257826887661,0.148193291313586
"198112","HTI","Haiti",1995,3871.293,3966.948,7838.241,1.8783,282.459,739.812814974802,0.0327879686271448,4.889,56.13,54.483,57.782,0.86024450311203,0.735834697671442,1.10240690869179,0.90036832412523,0.443192763946128
"198180","HTI","Haiti",1996,3945.76,4041.098,7986.858,1.8547,287.815,754.76224072245,0.037311293126784,4.779,56.435,54.759,58.118,0.978921115282056,0.750703737451129,1.12330909931709,0.880110497237569,0.494344988576404
"198253","HTI","Haiti",1997,4020.707,4115.665,8136.372,1.8186,293.203,760.276816608996,0.0476871018188451,4.665,56.716,55.014,58.425,1.25114695806568,0.756188660391267,1.14433744822166,0.859116022099448,0.627233407320509
"198308","HTI","Haiti",1998,4095.519,4190.171,8285.69,1.7663,298.583,762.357414448669,0.0405518429967812,4.547,56.972,55.251,58.703,1.06394209491108,0.75825807045195,1.16533823076867,0.837384898710866,0.531926918112392
"198359","HTI","Haiti",1999,4169.361,4263.978,8433.339,1.7035,303.904,768.769169222563,0.0430434493383937,4.426,57.215,55.478,58.962,1.12931334994872,0.764635347974174,1.18610427734231,0.815101289134438,0.559900826693174
"198416","HTI","Haiti",2000,4241.624,4336.61,8578.234,1.6419,309.126,761.4871056421,0.0434821432942958,4.303,57.46,55.714,59.217,1.14082318358327,0.757392441464995,1.2064829884632,0.792449355432781,0.571016146854264
"198470","HTI","Haiti",2001,4312.228,4408.019,8720.247,1.5858,314.243,739.52711385248,0.0490811785491856,4.182,57.732,55.984,59.492,1.28772277823403,0.735550532819587,1.2264563616121,0.770165745856354,0.663683286654669
"198529","HTI","Haiti",2002,4381.321,4478.314,8859.635,1.53,319.266,722.145110410095,0.0562099905921632,4.065,58.049,56.302,59.806,1.47475849988631,0.718261995788247,1.24606054247216,0.748618784530387,0.778375284715872
"198627","HTI","Haiti",2003,4448.827,4547.402,8996.229,1.4753,324.188,711.402748545252,0.0525775855639068,3.953,58.419,56.679,60.17,1.3794565769716,0.707577397691142,1.26527176209221,0.727992633517495,0.739069193525366
"198712","HTI","Haiti",2004,4514.718,4615.215,9129.933,1.4241,329.007,673.345476624165,0.0593651673018849,3.849,58.845,57.112,60.587,1.55753957887752,0.669724767118358,1.28407651858282,0.708839779005525,0.881645000416632
"198770","HTI","Haiti",2005,4579.084,4681.795,9260.879,1.3702,333.725,672.424061941632,0.0611173086269673,3.753,59.323,57.595,61.057,1.60350979315697,0.668808307061667,1.30249337704195,0.691160220994475,0.908910196498477
"198813","HTI","Haiti",2006,4641.7,4746.942,9388.642,1.3234,338.329,679.059978954753,0.0613507256960059,3.664,59.841,58.115,61.573,1.60963386119108,0.675408541459187,1.32046256347998,0.674769797421731,0.903465490492318
"198881","HTI","Haiti",2007,4702.829,4810.885,9513.714,1.3006,342.837,689.473080013776,0.0685326466614405,3.58,60.378,58.646,62.113,1.79806297988876,0.685765649249824,1.33805327508018,0.659300184162063,0.993985822623724
"198936","HTI","Haiti",2008,4763.642,4874.613,9638.255,1.308,347.325,685.830233344606,0.0686846322285518,3.5,60.911,59.167,62.659,1.80205056296067,0.682142390875253,1.35556930435453,0.644567219152855,1.00148154585714
"199009","HTI","Haiti",2009,4825.701,4939.452,9765.153,1.3351,351.897,NA,0.0631838538525715,3.424,61.427,59.662,63.194,1.65772889379642,NA,1.37341683314309,0.630570902394107,NA
"199084","HTI","Haiti",2010,4890.084,5006.316,9896.4,1.3695,356.627,NA,0.0584050765935087,3.35,61.909,60.117,63.704,1.53235007220934,NA,1.39187602565134,0.616942909760589,NA
"199119","HUN","Hungary",1960,4822.332,5178.938,10001.27,0.3018,107.504,3649.10158836745,1.23714288285388,2.051,68.03,65.768,70.212,0.74835765984118,0.564980501304024,0.963043933974004,1.12322015334064,3.39026703667999
"199192","HUN","Hungary",1961,4837.614,5193.882,10031.496,0.3301,107.828,3816.2280528133,1.33140660176707,1.974,68.375,66.088,70.579,0.805378540025267,0.590856238489524,0.96595446093191,1.08105147864184,3.48880251217054
"199294","HUN","Hungary",1962,4856.328,5208.339,10064.667,0.3504,108.185,3961.87446535879,1.36994100251901,1.917,68.669,66.349,70.905,0.828688308338832,0.613406277500604,0.969148568313657,1.04983570646221,3.45781022214935
"199339","HUN","Hungary",1963,4877.397,5222.602,10099.999,0.3527,108.565,4167.65815561572,1.51960411085189,1.885,68.912,66.55,71.191,0.919220723849468,0.645267208106695,0.972550763062441,1.03231106243154,3.64618223019155
"199411","HUN","Hungary",1964,4898.86,5236.828,10135.688,0.3426,108.948,4388.01410993734,1.67891908274998,1.876,69.107,66.695,71.44,1.01559162910197,0.679384322832914,0.975987334113878,1.02738225629792,3.82614786709051
"199474","HUN","Hungary",1965,4919.302,5251.17,10170.472,0.3348,109.322,4409.52821198673,1.64348321297183,1.888,69.259,66.792,71.652,0.994156187044991,0.68271529289955,0.979336760756629,1.03395399780942,3.72711803612965
"199515","HUN","Hungary",1966,4938.656,5265.919,10204.575,0.3361,109.689,4646.14881342469,1.64975023457616,1.915,69.372,66.852,71.825,0.997947158716083,0.719350618823456,0.982620612435498,1.0487404162103,3.55079077495178
"199580","HUN","Hungary",1967,4957.602,5281.328,10238.93,0.3393,110.058,4893.93829820607,1.5668629436865,1.948,69.455,66.884,71.963,0.947807971157028,0.757715192661554,0.985928729739768,1.06681270536692,3.20164016832998
"199653","HUN","Hungary",1968,4976.303,5297.427,10273.73,0.3448,110.432,4934.10051820417,1.62326633072896,1.98,69.514,66.9,72.07,0.98192683270424,0.763933400250058,0.989279697057148,1.08433734939759,3.28989311170289
"199733","HUN","Hungary",1969,4995.052,5314.159,10309.211,0.3519,110.814,5062.16096141031,1.65114478692889,2.008,69.557,66.905,72.155,0.998790734627712,0.783760651327547,0.992696239338411,1.09967141292442,3.26173900734457
"199779","HUN","Hungary",1970,5014.064,5331.489,10345.553,0.3488,111.204,5027.9154507628,1.84523727247833,2.03,69.589,66.902,72.226,1.11619883703175,0.778458511799637,0.996195689173131,1.11171960569551,3.66998468957624
"199856","HUN","Hungary",1971,5032.748,5348.957,10381.705,0.3434,111.593,5238.14208539796,1.81983595180175,2.048,69.615,66.89,72.294,1.10083337426924,0.811007331433011,0.999676843496634,1.12157721796276,3.47420119983914
"199886","HUN","Hungary",1972,5050.888,5366.531,10417.419,0.3553,111.977,5335.76407814445,1.81753273051607,2.067,69.635,66.865,72.364,1.09944013722658,0.826121879785414,1.00311582185218,1.13198247535597,3.40632138883496
"199937","HUN","Hungary",1973,5069.464,5385.038,10454.502,0.3908,112.375,5595.51033293783,1.90597313961009,2.088,69.648,66.821,72.442,1.1529384505599,0.866337687893584,1.00668662418064,1.1434830230011,3.40625434715156
"200047","HUN","Hungary",1974,5089.828,5405.614,10495.442,0.4364,112.815,5715.81524438539,1.92540723868514,2.108,69.654,66.756,72.528,1.16469429307937,0.884964171024569,1.01062882538677,1.15443592552026,3.36856101249328
"200073","HUN","Hungary",1975,5112.592,5428.752,10541.344,0.4982,113.309,5804.76578053413,1.95032056633386,2.122,69.647,66.664,72.619,1.17976456494243,0.898736141271925,1.01504882831213,1.16210295728368,3.35986091441298
"200178","HUN","Hungary",1976,5138.73,5455.259,10593.989,0.5365,113.875,5790.65429288252,2.05965854788031,2.124,69.619,66.537,72.707,1.24590398758786,0.896551297914052,1.02011812930131,1.1631982475356,3.55686670919365
"200196","HUN","Hungary",1977,5166.97,5484.005,10650.975,0.4984,114.487,6126.09740796089,2.13032140250071,2.11,69.566,66.374,72.785,1.28864851552746,0.948487045584138,1.02560543457569,1.15553121577218,3.47745270868914
"200315","HUN","Hungary",1978,5192.973,5511.214,10704.187,0.3591,115.059,6253.29466596664,2.246690944394,2.08,69.49,66.181,72.847,1.35904138546594,0.968180652038305,1.03072933322202,1.13910186199343,3.59281157278826
"200339","HUN","Hungary",1979,5210.89,5531.804,10742.694,0.1519,115.473,6251.01943434672,2.18892951805199,2.034,69.397,65.97,72.895,1.32410103504605,0.967828384097806,1.03443725559243,1.11391018619934,3.5017160657424
"200444","HUN","Hungary",1980,5216.736,5542.286,10759.022,-0.0814,115.649,6306.45504998824,2.20159415976657,1.981,69.302,65.761,72.936,1.33176197847271,0.97641133010706,1.036009514051,1.08488499452355,3.49101696962174
"200477","HUN","Hungary",1981,5208.922,5541.348,10750.27,-0.2843,115.555,6350.55521468385,2.19724713890907,1.927,69.22,65.577,72.976,1.32913243066438,0.983239238992015,1.03516676502911,1.0553121577218,3.45992919458217
"200556","HUN","Hungary",1982,5189.255,5530.494,10719.749,-0.428,115.226,6583.21468815595,2.20993980362787,1.881,69.166,65.433,73.025,1.33681032543123,1.01926127421691,1.03222783188274,1.03012048192771,3.35693108657664
"200577","HUN","Hungary",1983,5161.38,5512.583,10673.963,-0.4827,114.734,6525.41221831898,2.27731724383905,1.849,69.146,65.339,73.09,1.37756747982412,1.0103118745923,1.02781899884844,1.01259583789704,3.48992089334352
"200657","HUN","Hungary",1984,5130.677,5491.882,10622.559,-0.4679,114.182,6709.61467594092,2.33239467062503,1.831,69.162,65.295,73.172,1.41088425736929,1.03883144148527,1.02286919643515,1.00273822562979,3.47619764066102
"200757","HUN","Hungary",1985,5101.262,5471.713,10572.975,-0.44,113.649,6556.56151235668,2.22085080121725,1.827,69.203,65.283,73.269,1.34341047545084,1.01513463530052,1.01809464576087,1.00054764512596,3.38721873810194
"200832","HUN","Hungary",1986,5073.99,5452.571,10526.561,-0.4207,113.15,6699.26563454659,2.16414458625186,1.833,69.25,65.277,73.373,1.30910843086238,1.03722912747636,1.01362534124739,1.00383351588171,3.23042062266028
"200834","HUN","Hungary",1987,5048.264,5434.1,10482.364,-0.3789,112.675,6814.35113849456,2.19664190253267,1.841,69.288,65.255,73.479,1.32876631832234,1.05504750390101,1.00936951646216,1.00821467688938,3.22355255531777
"200937","HUN","Hungary",1988,5024.989,5417.732,10442.721,-0.3152,112.249,7030.97040184928,2.04381597478282,1.846,69.308,65.205,73.583,1.23632068795981,1.08858607690002,1.00555220619311,1.01095290251917,2.90687608960103
"201008","HUN","Hungary",1989,5004.873,5404.981,10409.854,-0.2385,111.895,6902.90996624651,1.99330365248158,1.842,69.316,65.133,73.687,1.20576537875955,1.06875882699974,1.0023873716293,1.00876232201533,2.88762806153975
"201065","HUN","Hungary",1990,4988.289,5396.772,10385.061,-0.143,111.629,6458.80978183319,1.65314387657424,1.826,69.325,65.06,73.798,1,1,1,1,2.55951782513254
"201150","HUN","Hungary",1991,4976.112,5394.111,10370.223,-0.0536,111.469,5676.13180083114,1.66814156262599,1.795,69.359,65.015,73.925,1.00907222067254,0.87882009109426,0.998571216866227,0.98302300109529,2.93887038067321
"201213","HUN","Hungary",1992,4968.164,5396.497,10364.661,-0.0083,111.41,5510.02643731851,1.54457536044835,1.749,69.437,65.029,74.076,0.934326033163627,0.853102448196673,0.998035639848432,0.957831325301205,2.80320861981205
"201225","HUN","Hungary",1993,4962.383,5401.414,10363.797,-0.0257,111.4,5506.40027182883,1.58185267426601,1.692,69.575,65.122,74.257,0.956875379500559,0.852541018829318,0.997952443418484,0.926615553121577,2.87275278980151
"201283","HUN","Hungary",1994,4955.848,5405.286,10361.134,-0.0883,111.372,5687.11461606072,1.52850064481359,1.627,69.776,65.301,74.468,0.924602308651471,0.880520530587071,0.997696017384972,0.891018619934283,2.68765577626486
"201376","HUN","Hungary",1995,4946.466,5405.528,10351.994,-0.1655,111.273,5780.66222408546,1.58211065423724,1.557,70.037,65.563,74.707,0.957031433655852,0.895004253004142,0.996815907003339,0.852683461117196,2.73690209340599
"201445","HUN","Hungary",1996,4933.577,5401.299,10334.876,-0.2291,111.089,5802.10248262552,1.654398175653,1.488,70.351,65.896,74.972,1.00075873558045,0.898323790080519,0.995167577734979,0.814895947426068,2.85137703204506
"201512","HUN","Hungary",1997,4917.869,5393.358,10311.227,-0.2747,110.835,6000.94627818428,1.63462602462345,1.425,70.697,66.273,75.252,0.988798402720296,0.929110235613882,0.992890364341625,0.78039430449069,2.7239471057522
"201595","HUN","Hungary",1998,4900.255,5382.682,10282.937,-0.2905,110.531,6263.23967687542,1.61179631850317,1.373,71.057,66.669,75.54,0.974988530244106,0.969720411103009,0.990166259013789,0.751916757940854,2.57342270399471
"201612","HUN","Hungary",1999,4882.211,5370.899,10253.11,-0.2832,110.211,6481.81359686421,1.6054640982102,1.333,71.417,67.068,75.828,0.971158119362939,1.00356161828697,0.987294152629436,0.730010952902519,2.47687483482539
"201685","HUN","Hungary",2000,4864.873,5359.24,10224.113,-0.2741,109.899,6771.78359446678,1.52668500436175,1.307,71.769,67.455,76.112,0.923504013168803,1.04845688651706,0.984501968741445,0.715772179627601,2.25447990631183
