"","Isocode","Country","Year","PopMale","PopFemale","PopTotal","GrowthRate","PopDensity","GDP","CO2","TFR","LEx","LExMale","LExFemale","CO2.norm","GDP.norm","PopTotal.norm","TFR.norm","Tech"
"107300","CRI","Costa.Rica",2004,2158.321,2088.015,4246.336,1.7229,83.099,6628.77855517154,0.445089601953307,2.134,78.305,75.981,80.764,1.70003851015255,1.39641655300238,1.37932943128115,0.672125984251968,0.67145040107889
"107340","CRI","Costa.Rica",2005,2195.669,2124.461,4320.13,1.6611,84.543,6915.58854517669,0.44744023906688,2.067,78.437,76.107,80.902,1.70901686776623,1.45683586166931,1.40329979915876,0.651023622047244,0.647002400654604
"107455","CRI","Costa.Rica",2006,2232.237,2160.256,4392.493,1.5975,85.959,7415.13538294568,0.461696808623258,2.006,78.577,76.245,81.041,1.76347043658057,1.56207025250839,1.42680533796582,0.631811023622047,0.62264110468587
"107497","CRI","Costa.Rica",2007,2267.929,2195.297,4463.226,1.5448,87.343,7890.16353373056,0.52383634617651,1.953,78.728,76.401,81.185,2.00081502153603,1.6621395439136,1.44978140690214,0.615118110236221,0.663910632443931
"107546","CRI","Costa.Rica",2008,2302.953,2229.758,4532.711,1.5046,88.703,7990.36124858203,0.520218474109644,1.909,78.896,76.58,81.337,1.98699640656169,1.68324716523887,1.47235209031782,0.601259842519685,0.651057515330689
"107586","CRI","Costa.Rica",2009,2337.572,2263.852,4601.424,1.4726,90.047,7777.78649569584,0.463334828522649,1.874,79.08,76.783,81.497,1.76972692268391,1.63846622992627,1.49467200640821,0.590236220472441,0.595715540377785
"107656","CRI","Costa.Rica",2010,2371.963,2297.722,4669.685,1.4456,91.383,7996.77800997335,0.453777931487884,1.847,79.28,77.008,81.665,1.73322395131508,1.6845989183181,1.51684510017862,0.581732283464567,0.567450954524366
"107754","CUB","Cuba",1960,3648.39,3492.74,7141.13,2.0609,64.415,2051.88118755523,0.523166501660101,4.182,63.834,62.271,65.62,0.609987340587876,0.693905070439996,0.673638063244227,2.38698630136986,2.5496919842783
"107837","CUB","Cuba",1961,3720.889,3568.941,7289.83,2.1788,65.756,2050.04205214466,0.45570335659405,4.36,64.445,62.894,66.22,0.531328511484802,0.693283111725056,0.68766525221914,2.48858447488584,2.22289760406287
"107856","CUB","Cuba",1962,3799.453,3650.952,7450.405,2.2292,67.205,2046.35190387922,0.518629524166807,4.509,65.066,63.527,66.83,0.604697439902989,0.692035177581698,0.70281263533714,2.5736301369863,2.53441025066927
"107914","CUB","Cuba",1963,3881.971,3736.387,7618.358,2.1913,68.72,2031.58943551915,0.466767248270559,4.606,65.694,64.169,67.447,0.544228484703445,0.687042806819985,0.718656000971998,2.62899543378995,2.2975471328501
"107997","CUB","Cuba",1964,3965.345,3821.799,7787.144,2.0939,70.242,2009.38615591265,0.500568629525793,4.643,66.327,64.814,68.069,0.583639292915842,0.679534102908281,0.734577945278115,2.65011415525114,2.49115197719891
"108077","CUB","Cuba",1965,4047.25,3904.666,7951.916,1.9735,71.729,1988.36965724087,0.501011328590493,4.617,66.956,65.454,68.688,0.584155459039438,0.672426744509708,0.750121240380834,2.63527397260274,2.51970918368224
"108123","CUB","Cuba",1966,4126.646,3983.759,8110.405,1.8702,73.158,2051.2650970857,0.510578694898713,4.54,67.573,66.079,69.298,0.59531055462041,0.693696720997908,0.765071846658204,2.59132420091324,2.48909171039915
"108218","CUB","Cuba",1967,4203.88,4059.633,8263.513,1.7962,74.539,2247.60459457852,0.519754733852297,4.433,68.171,66.682,69.892,0.606009381056481,0.760094801775791,0.77951485169903,2.53025114155251,2.31248296566934
"108274","CUB","Cuba",1968,4279.63,4133.652,8413.282,1.7654,75.89,2079.92990768998,0.519773377381146,4.312,68.745,67.256,70.464,0.606031118527334,0.703390585117406,0.793642881729855,2.46118721461187,2.49899467986601
"108316","CUB","Cuba",1969,4355.131,4207.999,8563.13,1.7586,77.242,2020.88861148874,0.549682183967778,4.18,69.291,67.798,71.012,0.640903369200964,0.683424002720786,0.807778363999611,2.38584474885845,2.72000238332207
"108409","CUB","Cuba",1970,4431.05,4284.004,8715.054,1.7614,78.612,1917.41624999737,0.584276356750056,4.033,69.811,68.307,71.538,0.681238534752158,0.648431725036906,0.822109679788613,2.30194063926941,3.0472066602693
"108474","CUB","Cuba",1971,4507.652,4362.272,8869.924,1.737,80.009,2036.53560563462,0.602823654407862,3.857,70.309,68.79,72.046,0.702863804599284,0.688715502365513,0.836718898057239,2.20148401826484,2.96004475806851
"108503","CUB","Cuba",1972,4583.846,4441.498,9025.344,1.6573,81.411,2095.60307214708,0.628452499982272,3.646,70.79,69.252,72.541,0.732745823621268,0.708690935036584,0.851379999001966,2.0810502283105,2.99890999557651
"108597","CUB","Cuba",1973,4657.339,4518.828,9176.167,1.5066,82.772,2245.10643119841,0.665637406119571,3.4,71.259,69.699,73.024,0.776101661452485,0.759249973017304,0.865607455106628,1.94063926940639,2.96483675281381
"108648","CUB","Cuba",1974,4725.083,4590.375,9315.458,1.3108,84.028,2324.08078518794,0.670713130798292,3.127,71.711,70.129,73.492,0.782019715816641,0.785957515832368,0.878747072991662,1.78481735159817,2.88592864358652
"108716","CUB","Cuba",1975,4784.942,4653.424,9438.366,1.1109,85.137,2404.28655358396,0.782020955745942,2.844,72.144,70.542,73.936,0.911799363234796,0.813081498305665,0.890341247453858,1.62328767123288,3.25261127705521
"108784","CUB","Cuba",1976,4836.53,4707.268,9543.798,0.9373,86.088,2438.61896085154,0.777887377750451,2.573,72.55,70.933,74.348,0.906979807241473,0.824692029962113,0.900286873465983,1.46860730593607,3.18986848801841
"108811","CUB","Cuba",1977,4880.671,4752.998,9633.669,0.7893,86.899,2520.23802084884,0.832289338568722,2.332,72.922,71.297,74.719,0.970409914668081,0.852293959313664,0.908764597073006,1.3310502283105,3.30242354763142
"108870","CUB","Cuba",1978,4918.024,4791.985,9710.009,0.6785,87.587,2649.67052202879,0.861894154783997,2.134,73.257,71.629,75.046,1.00492772697916,0.896065435651195,0.915965912515809,1.21803652968037,3.25283520203132
"108965","CUB","Cuba",1979,4949.73,4826.387,9776.117,0.6014,88.184,2694.60306998347,0.884604797589882,1.987,73.551,71.926,75.326,1.03140725990844,0.911260722319176,0.922202021518859,1.13413242009132,3.28287608458528
"109014","CUB","Cuba",1980,4977.01,4858.075,9835.085,0.5187,88.715,2644.46971011528,0.870658464060046,1.892,73.803,72.182,75.564,1.01514649612899,0.894306625355997,0.927764599053981,1.07990867579909,3.29237450037608
"109093","CUB","Cuba",1981,4999.341,4886.887,9886.228,0.4477,89.177,2847.41260145336,0.903377911170975,1.843,74.012,72.391,75.764,1.05329582041747,0.96293784151186,0.932589027606395,1.05194063926941,3.17262735548012
"109174","CUB","Cuba",1982,5017.469,4913.12,9930.589,0.447,89.577,2890.11672426742,0.948886314799656,1.826,74.184,72.554,75.935,1.10635646175397,0.977379519484781,0.936773695596415,1.04223744292237,3.28321104414971
"109236","CUB","Cuba",1983,5035.416,4939.666,9975.082,0.5349,89.978,2945.45086529703,0.843201088472255,1.825,74.323,72.675,76.087,0.983132497791609,0.996092416343414,0.9409708154287,1.04166666666667,2.86272332160334
"109285","CUB","Cuba",1984,5058.405,4970.173,10028.578,0.6802,90.461,3022.45839181873,0.886566370626025,1.832,74.435,72.758,76.222,1.03369436108156,1.02213481755043,0.946017207502688,1.04566210045662,2.93326244961984
"109346","CUB","Cuba",1985,5089.962,5007.058,10097.02,0.8547,91.078,3049.2747864097,0.879863563704935,1.837,74.519,72.806,76.338,1.02587920595352,1.03120358444125,0.952473487716682,1.04851598173516,2.88548466548963
"109439","CUB","Cuba",1986,5131.925,5051.765,10183.69,0.9989,91.86,3027.79968454259,0.898888320441804,1.836,74.574,72.823,76.428,1.04806117045321,1.02394113563857,0.960649254148798,1.04794520547945,2.96878398208037
"109504","CUB","Cuba",1987,5182.745,5103.175,10285.92,1.0671,92.782,2982.08867573652,0.900162552304509,1.827,74.603,72.816,76.489,1.04954686440104,1.00848258912143,0.970292828653878,1.04280821917808,3.01856400055638
"109534","CUB","Cuba",1988,5238.328,5157.94,10396.268,1.03,93.778,3010.09120900446,0.934758511419675,1.81,74.616,72.8,76.527,1.0898841127317,1.01795248432669,0.980702191458206,1.03310502283105,3.10541590441982
"109626","CUB","Cuba",1989,5292.689,5211.209,10503.898,0.9187,94.748,2990.77632590315,0.927846024399704,1.785,74.623,72.787,76.551,1.08182448054811,1.01142057819088,0.990855159510458,1.01883561643836,3.10235846246213
"109688","CUB","Cuba",1990,5341.418,5259.423,10600.841,0.7892,95.623,2957.00561209931,0.85766780201684,1.752,74.646,72.796,76.585,1,1,1,1,2.90046051487858
"109744","CUB","Cuba",1991,5383.34,5301.491,10684.831,0.6814,96.38,2589.85957968146,0.756305832071654,1.715,74.704,72.843,76.651,0.881816748038308,0.875838574361991,1.0079229563013,0.978881278538813,2.92025806343012
"109781","CUB","Cuba",1992,5419.567,5338.324,10757.891,0.59,97.039,2215.58174335952,0.794393622318724,1.68,74.809,72.935,76.766,0.92622530594092,0.749265315660522,1.01481486233026,0.958904109589041,3.58548550374933
"109849","CUB","Cuba",1993,5450.754,5370.797,10821.551,0.5278,97.614,1848.05423980682,0.73954278827499,1.65,74.965,73.076,76.936,0.862271833611948,0.624974884134496,1.02082004625859,0.941780821917808,4.00173746173325
"109927","CUB","Cuba",1994,5478.303,5400.52,10878.823,0.4877,98.13,1876.99990751873,0.807164525059375,1.628,75.171,73.263,77.161,0.941115573140667,0.634763728495654,1.02622263648705,0.929223744292237,4.30029070233889
"110000","CUB","Cuba",1995,5503.33,5428.683,10932.013,0.4449,98.61,1931.5232397607,0.640046805652353,1.614,75.419,73.491,77.427,0.746264234412505,0.653202426081778,1.0312401629267,0.921232876712329,3.31368938502469
"110080","CUB","Cuba",1996,5525.513,5455.245,10980.758,0.3953,99.05,2090.54252199413,0.669534835391145,1.609,75.69,73.747,77.712,0.78064587922819,0.706979558456086,1.03583838301131,0.91837899543379,3.20268460625468
"110089","CUB","Cuba",1997,5544.537,5479.712,11024.249,0.3592,99.442,2151.66179693207,0.608658240574936,1.61,75.964,74.015,77.99,0.709666655485553,0.727648871590917,1.03994098204095,0.918949771689498,2.82878211363323
"110183","CUB","Cuba",1998,5561.588,5502.329,11063.917,0.3398,99.8,2170.28820801891,0.60249909683885,1.615,76.225,74.279,78.243,0.702485385859245,0.733947950297642,1.04368294930563,0.921803652968037,2.77612482348059
"110227","CUB","Cuba",1999,5578.22,5523.36,11101.58,0.3313,100.14,2306.52311589614,0.62090261025908,1.621,76.465,74.532,78.467,0.72394301010135,0.780019864168819,1.04723578063288,0.925228310502283,2.69194184953072
"110296","CUB","Cuba",2000,5595.463,5542.953,11138.416,0.3321,100.472,2421.75400684315,0.637523324680996,1.626,76.684,74.767,78.666,0.743321975223781,0.81898864071612,1.0507105992817,0.928082191780822,2.63248588782984
"110384","CUB","Cuba",2001,5614.033,5561.432,11175.465,0.3275,100.806,2482.43097884546,0.621092724105887,1.626,76.889,74.984,78.854,0.724164673834511,0.839508375867802,1.05420551067599,0.928082191780822,2.50195364704459
"110430","CUB","Cuba",2002,5633.438,5578.687,11212.125,0.301,101.137,2509.86342943854,0.634580866695653,1.621,77.09,75.188,79.05,0.739891208698066,0.848785480544517,1.05766372686846,0.925228310502283,2.5283481931828
"110497","CUB","Cuba",2003,5652.017,5593.909,11245.926,0.2437,101.442,2595.00311194096,0.618001576748771,1.61,77.296,75.385,79.265,0.720560542549826,0.877578013826852,1.06085224747735,0.918949771689498,2.38150611035888
"110587","CUB","Cuba",2004,5667.391,5605.972,11273.363,0.1659,101.689,2735.55988660524,0.604877178176557,1.592,77.508,75.576,79.5,0.705258115967702,0.925111496377294,1.06344043835767,0.908675799086758,2.21116408797467
"110602","CUB","Cuba",2005,5677.924,5614.154,11292.078,0.0799,101.858,3031.78527282359,0.628050922071208,1.57,77.725,75.763,79.748,0.732277602813492,1.02528898167062,1.06520586432718,0.896118721461187,2.07155476247262
"110696","CUB","Cuba",2006,5683.003,5618.097,11301.1,0.0051,101.939,3387.87185354691,0.66135154984913,1.545,77.942,75.949,80,0.771104556209217,1.14571032252513,1.06605692887951,0.881849315068493,1.95211501036183
"110752","CUB","Cuba",2007,5683.379,5618.295,11301.674,-0.0471,101.945,3624.97805862735,0.645125668993815,1.52,78.154,76.135,80.24,0.752185948308629,1.22589488629811,1.06611107552693,0.867579908675799,1.77966778987374
"110809","CUB","Cuba",2008,5680.433,5615.922,11296.355,-0.0667,101.897,3763.65546218487,0.734927328328474,1.498,78.358,76.323,80.46,0.856890426107012,1.27279280322802,1.06560932288297,0.855022831050228,1.9526955528013
"110902","CUB","Cuba",2009,5676.2,5612.626,11288.826,-0.0625,101.829,NA,0.722307173482876,1.48,78.552,76.514,80.655,0.842175923806795,NA,1.06489909621322,0.844748858447489,NA
"110936","CUB","Cuba",2010,5672.167,5609.601,11281.768,-0.0507,101.765,NA,0.927336920950688,1.467,78.736,76.709,80.827,1.08123089006025,NA,1.06423329998063,0.837328767123288,NA
"111027","CZE","Czech.Republic",1960,4647.539,4930.435,9577.974,0.4029,121.446,NA,2.81560995740468,2.304,70.164,67.274,72.978,0.648005027527236,NA,0.927561133204261,1.26454445664105,NA
"111057","CZE","Czech.Republic",1961,4665.062,4951.582,9616.644,0.3659,121.936,NA,3.04383840168139,2.269,70.305,67.349,73.189,0.700531187596774,NA,0.931306057654986,1.24533479692645,NA
"111116","CZE","Czech.Republic",1962,4681.272,4970.628,9651.9,0.3268,122.384,NA,3.23311656640189,2.227,70.377,67.353,73.335,0.744093046020187,NA,0.934720359605717,1.22228320526894,NA
"111185","CZE","Czech.Republic",1963,4695.924,4987.573,9683.497,0.2827,122.784,NA,3.38891517786935,2.177,70.391,67.298,73.427,0.779949675681256,NA,0.937780312485715,1.19484083424808,NA
"111255","CZE","Czech.Republic",1964,4708.564,5002.346,9710.91,0.2384,123.132,NA,3.51675084031405,2.123,70.362,67.201,73.476,0.809370708144785,NA,0.940435073643402,1.16520307354555,NA
"111307","CZE","Czech.Republic",1965,4719.027,5015.061,9734.088,0.193,123.426,NA,3.41857190787473,2.069,70.302,67.076,73.494,0.786775091997518,NA,0.942679704078336,1.13556531284303,NA
"111371","CZE","Czech.Republic",1966,4727.222,5025.674,9752.896,0.1603,123.664,NA,3.39261203399455,2.026,70.223,66.936,73.488,0.780800497134304,NA,0.944501129965826,1.11196487376509,NA
"111449","CZE","Czech.Republic",1967,4733.8,5034.738,9768.538,0.1573,123.862,NA,3.37975442745056,1.999,70.133,66.794,73.465,0.777841353712977,NA,0.946015950453497,1.09714599341383,NA
"111490","CZE","Czech.Republic",1968,4740.235,5043.681,9783.916,0.1929,124.057,NA,3.53035682224379,1.994,70.045,66.66,73.434,0.812502088139989,NA,0.947505204350659,1.09440175631175,NA
"111593","CZE","Czech.Republic",1969,4748.455,5054.349,9802.804,0.2559,124.297,NA,3.74052029218298,2.009,69.971,66.55,73.407,0.860870643154156,NA,0.949334377689818,1.102634467618,NA
"111654","CZE","Czech.Republic",1970,4759.856,5068.067,9827.923,0.3231,124.615,NA,4.27725412094564,2.045,69.927,66.477,73.4,0.984398484276987,NA,0.951766980670883,1.12239297475302,NA
"111711","CZE","Czech.Republic",1971,4774.668,5085.056,9859.724,0.3819,125.019,NA,4.47265817000825,2.095,69.926,66.454,73.425,1.02937019843745,NA,0.954846689552639,1.14983534577388,NA
"111752","CZE","Czech.Republic",1972,4792.509,5104.937,9897.446,0.4385,125.497,NA,4.49706304468226,2.153,69.965,66.479,73.483,1.03498691443298,NA,0.958499806701081,1.18166849615807,NA
"111858","CZE","Czech.Republic",1973,4813.329,5127.617,9940.946,0.489,126.049,NA,4.496537572241,2.21,70.041,66.543,73.571,1.03486597836978,NA,0.962712483546349,1.21295279912184,NA
"111912","CZE","Czech.Republic",1974,4836.885,5152.796,9989.681,0.5295,126.667,NA,4.52724164590809,2.26,70.149,66.64,73.687,1.0419324380012,NA,0.967432134260238,1.2403951701427,NA
"111942","CZE","Czech.Republic",1975,4862.734,5179.986,10042.72,0.5775,127.339,NA,4.71263157716345,2.294,70.273,66.757,73.817,1.08459942999364,NA,0.972568597873944,1.25905598243688,NA
"112017","CZE","Czech.Republic",1976,4891.281,5209.606,10100.887,0.6127,128.077,NA,4.86867943871732,2.308,70.396,66.872,73.945,1.12051342388894,NA,0.978201673139663,1.26673984632272,NA
"112107","CZE","Czech.Republic",1977,4921.925,5241.045,10162.97,0.5938,128.864,NA,4.98457664495952,2.302,70.501,66.972,74.055,1.14718685289987,NA,0.984213986164601,1.26344676180022,NA
"112192","CZE","Czech.Republic",1978,4951.984,5271.515,10223.499,0.5052,129.631,NA,5.00110680600005,2.275,70.58,67.045,74.14,1.15099122482004,NA,0.99007580494086,1.24862788144896,NA
"112250","CZE","Czech.Republic",1979,4977.924,5297.353,10275.277,0.3694,130.288,NA,4.84715329158074,2.232,70.631,67.092,74.199,1.11555923926151,NA,0.995090149347626,1.22502744237102,NA
"112281","CZE","Czech.Republic",1980,4997.285,5316.024,10313.309,0.2134,130.77,NA,4.88686074219804,2.178,70.661,67.117,74.239,1.12469780178244,NA,0.998773287871287,1.1953896816685,NA
"112323","CZE","Czech.Republic",1981,5008.975,5326.361,10335.336,0.0758,131.049,NA,4.82439597682747,2.121,70.684,67.134,74.273,1.11032170473214,NA,1.00090645184533,1.16410537870472,NA
"112447","CZE","Czech.Republic",1982,5013.859,5329.31,10343.169,-0.0212,131.149,NA,4.77435680451174,2.067,70.719,67.162,74.318,1.09880532436539,NA,1.00166502420691,1.1344676180022,NA
"112483","CZE","Czech.Republic",1983,5013.884,5327.09,10340.974,-0.0574,131.121,NA,4.78296884552974,2.023,70.778,67.214,74.388,1.10078736234699,NA,1.00145245350173,1.11031833150384,NA
"112552","CZE","Czech.Republic",1984,5012.003,5323.034,10335.037,-0.048,131.046,NA,4.94779170874988,1.99,70.866,67.294,74.488,1.13872089917697,NA,1.00087749574471,1.09220636663008,NA
"112580","CZE","Czech.Republic",1985,5010.447,5319.633,10330.08,-0.0298,130.983,NA,4.88346159582299,1.967,70.984,67.4,74.617,1.12391549742436,NA,1.00039744427064,1.07958287596048,NA
"112702","CZE","Czech.Republic",1986,5009.61,5317.392,10327.002,-0.0217,130.944,NA,4.91944985260784,1.949,71.123,67.523,74.773,1.13219809752925,NA,1.00009936106766,1.06970362239297,NA
"112741","CZE","Czech.Republic",1987,5009.021,5315.743,10324.764,-0.0091,130.915,NA,4.88202435161206,1.931,71.274,67.652,74.946,1.12358471955081,NA,0.999882626107208,1.05982436882547,NA
"112792","CZE","Czech.Republic",1988,5009.008,5314.815,10323.823,0.0042,130.903,NA,4.80496634200235,1.905,71.431,67.784,75.128,1.10585002675112,NA,0.999791496706946,1.04555433589462,NA
"112876","CZE","Czech.Republic",1989,5009.761,5314.5,10324.261,0.0166,130.909,NA,4.64712852274072,1.87,71.596,67.922,75.318,1.06952407892355,NA,0.999833914004836,1.02634467618002,NA
"112915","CZE","Czech.Republic",1990,5011.339,5314.637,10325.976,0.039,130.931,8895.28212301069,4.34504338361224,1.822,71.775,68.078,75.519,1,1,1,1,4.88466056896869
"112978","CZE","Czech.Republic",1991,5014.27,5315.729,10329.999,0.0605,130.982,7865.4188775332,4.00551144078454,1.757,71.98,68.269,75.734,0.92185764033835,0.884223655727186,1.00038959997583,0.964324917672887,5.09255959936971
"113045","CZE","Czech.Republic",1992,5018.48,5317.769,10336.249,0.0565,131.061,7817.58193821069,3.66815853604146,1.677,72.219,68.507,75.967,0.844216780406908,0.878845867967227,1.0009948696375,0.920417124039517,4.69219071195439
"113114","CZE","Czech.Republic",1993,5022.658,5319.437,10342.095,0.0174,131.135,7814.29303253884,3.4756014134467,1.587,72.495,68.796,76.219,0.799900278684275,0.878476132007606,1.00156101466825,0.871020856201976,4.4477490144972
"113208","CZE","Czech.Republic",1994,5024.98,5318.912,10343.892,-0.0451,131.158,7984.83858445698,3.31770672006243,1.49,72.803,69.132,76.486,0.763561241430981,0.897648716930683,1.00173504180138,0.817782656421515,4.15500787520059
"113244","CZE","Czech.Republic",1995,5024.225,5314.998,10339.223,-0.1103,131.099,8464.13976208442,3.29831361602318,1.394,73.134,69.503,76.764,0.759097970911659,0.951531344934977,1.00128288115332,0.765093304061471,3.89680901867684
"113317","CZE","Czech.Republic",1996,5020.36,5307.463,10327.823,-0.1608,130.954,8858.69031848888,3.37534831880833,1.306,73.477,69.894,77.044,0.776827299708627,0.995886380666089,1.00017886929042,0.716794731064764,3.81021143922784
"113383","CZE","Czech.Republic",1997,5014.15,5297.078,10311.228,-0.1949,130.744,8792.64050730484,3.41734272581307,1.231,73.817,70.283,77.321,0.786492199065702,0.98846111744558,0.998571757284735,0.67563117453348,3.88659438876635
"113428","CZE","Czech.Republic",1998,5006.223,5284.93,10291.153,-0.2048,130.489,8780.21173944097,3.25522319996603,1.175,74.144,70.656,77.591,0.749180828031183,0.987063886004014,0.99662763113143,0.644895718990121,3.70745409856515
